[2026-01-12 14:08:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2100 | Threat Level: 27
[2026-01-12 14:08:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2700 | Threat Level: 24
[2026-01-12 14:08:43] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2300 | Threat Level: 21
[2026-01-12 14:08:59] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6700 | Threat Level: 21
[2026-01-12 14:09:00] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6100 | Threat Level: 21
[2026-01-12 14:09:16] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6200 | Threat Level: 21
[2026-01-12 14:09:16] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6100 | Threat Level: 23
[2026-01-12 14:09:17] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5500 | Threat Level: 24
[2026-01-12 14:09:17] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5700 | Threat Level: 25
[2026-01-12 14:09:17] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 27
[2026-01-12 14:09:18] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6800 | Threat Level: 29
[2026-01-12 14:09:18] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6700 | Threat Level: 31
[2026-01-12 14:09:19] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5800 | Threat Level: 32
[2026-01-12 14:09:19] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5900 | Threat Level: 33
[2026-01-12 14:09:19] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6200 | Threat Level: 35
[2026-01-12 14:09:20] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 37
[2026-01-12 14:09:20] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6500 | Threat Level: 39
[2026-01-12 14:09:20] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6700 | Threat Level: 41
[2026-01-12 14:09:21] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.6100 | Threat Level: 43
[2026-01-12 14:09:21] CRITICAL: Anomaly detected! Cause: NETWORK | Conf: 0.5900 | Threat Level: 44
[2026-01-12 14:09:22] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.2100 | Threat Level: 41
[2026-01-12 14:09:22] CRITICAL: Anomaly detected! Cause: CLEAN | Conf: 0.3800 | Threat Level: 38
